"","X","LF_Number","LF_Name","HPDG_total_count","VH_total_count","H_total_count","M_total_count","L_total_count","VL_total_count","LPDG_total_count","X_Future","HPDG_total_count_Future","VH_total_count_Future","H_total_count_Future","M_total_count_Future","L_total_count_Future","VL_total_count_Future","LPDG_total_count_Future"
"UPPER KENNEDY RIVER.33",33,60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",1,0,0,0,0,0,0,33,1,0,0,0,0,0,0
"UPPER KENNEDY RIVER.34",34,61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,34,1,0,0,0,0,0,0
"UPPER KENNEDY RIVER.35",35,62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,35,1,0,0,0,0,0,0
"UPPER KENNEDY RIVER.36",36,63,"LF63: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,36,1,0,0,0,0,0,0
"UPPER KENNEDY RIVER.37",37,64,"LF64: Mortality or fitness reduction due to increases in salinity",1,0,0,0,0,0,0,37,1,0,0,0,0,0,0
"UPPER KENNEDY RIVER.38",38,65,"LF65: Mortality or fitness reduction due to deleterious substances",1,0,0,0,0,0,0,38,1,0,0,0,0,0,0
"UPPER KENNEDY RIVER.39",39,67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",1,0,0,0,0,0,0,39,1,0,0,0,0,0,0
"UPPER KENNEDY RIVER.40",40,68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",1,0,0,0,0,0,0,40,1,0,0,0,0,0,0
"UPPER KENNEDY RIVER.41",41,69,"LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.",1,0,0,0,0,0,0,41,1,0,0,0,0,0,0
"UPPER KENNEDY RIVER.42",42,70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",1,0,0,0,0,0,0,42,1,0,0,0,0,0,0
"UPPER KENNEDY RIVER.43",43,22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",0,1,0,0,0,0,0,45,0,1,0,0,0,0,0
"UPPER KENNEDY RIVER.44",44,6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",0,0,1,0,0,0,0,43,0,1,0,0,0,0,0
"UPPER KENNEDY RIVER.45",45,7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",0,0,1,0,0,0,0,44,0,1,0,0,0,0,0
"UPPER KENNEDY RIVER.46",46,9,"LF9: Mortality or fitness reduction due to fishing",0,0,0,0,1,0,0,65,0,0,0,1,0,0,0
"UPPER KENNEDY RIVER.47",47,11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,1,0,0,66,0,0,0,1,0,0,0
"UPPER KENNEDY RIVER.48",48,39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",0,0,0,0,1,0,0,67,0,0,0,1,0,0,0
"UPPER KENNEDY RIVER.49",49,2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",0,0,0,0,0,1,0,47,0,0,0,0,0,1,0
"UPPER KENNEDY RIVER.50",50,3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",0,0,0,0,0,1,0,48,0,0,0,0,0,1,0
"UPPER KENNEDY RIVER.51",51,5,"LF5: Mortality or fitness reduction due to competition with invasive species",0,0,0,0,0,1,0,49,0,0,0,0,0,1,0
"UPPER KENNEDY RIVER.52",52,8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",0,0,0,0,0,1,0,50,0,0,0,0,0,1,0
"UPPER KENNEDY RIVER.53",53,16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",0,0,0,0,0,1,0,51,0,0,0,0,0,1,0
"UPPER KENNEDY RIVER.54",54,17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",0,0,0,0,0,1,0,52,0,0,0,0,0,1,0
"UPPER KENNEDY RIVER.55",55,18,"LF18: Mortality due to redd disturbance by humans",0,0,0,0,0,1,0,53,0,0,0,0,0,1,0
"UPPER KENNEDY RIVER.56",56,21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",0,0,0,0,0,1,0,54,0,0,0,0,0,1,0
"UPPER KENNEDY RIVER.57",57,32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,0,0,1,0,55,0,0,0,0,0,1,0
"UPPER KENNEDY RIVER.58",58,34,"LF34: Mortality or fitness reduction due to competition from invasive species",0,0,0,0,0,1,0,56,0,0,0,0,0,1,0
"UPPER KENNEDY RIVER.59",59,40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",0,0,0,0,0,1,0,46,0,0,0,0,1,0,0
"UPPER KENNEDY RIVER.60",60,47,"LF47: Mortality or fitness reduction due to elevated predation",0,0,0,0,0,1,0,57,0,0,0,0,0,1,0
"UPPER KENNEDY RIVER.61",61,48,"LF48: Mortality or fitness reduction due to predation by invasive species",0,0,0,0,0,1,0,58,0,0,0,0,0,1,0
"UPPER KENNEDY RIVER.62",62,53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",0,0,0,0,0,1,0,59,0,0,0,0,0,1,0
"UPPER KENNEDY RIVER.63",63,12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,60,0,0,0,0,0,0,1
"UPPER KENNEDY RIVER.64",64,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",0,0,0,0,0,0,1,61,0,0,0,0,0,0,1
"UPPER KENNEDY RIVER.65",65,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",0,0,0,0,0,0,1,62,0,0,0,0,0,0,1
"UPPER KENNEDY RIVER.66",66,50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,0,0,0,1,63,0,0,0,0,0,0,1
"UPPER KENNEDY RIVER.67",67,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",0,0,0,0,0,0,1,64,0,0,0,0,0,0,1
"SAND RIVER.1",1,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"SAND RIVER.2",2,10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"SAND RIVER.3",3,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,3,1,0,0,0,0,0,0
"SAND RIVER.4",4,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",1,0,0,0,0,0,0,4,1,0,0,0,0,0,0
"SAND RIVER.5",5,15,"LF15: Mortality or fitness reduction due to deleterious substances",1,0,0,0,0,0,0,5,1,0,0,0,0,0,0
"SAND RIVER.6",6,20,"LF20: Mortality or fitness reduction due to redd overspawn",1,0,0,0,0,0,0,6,1,0,0,0,0,0,0
"SAND RIVER.7",7,25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",1,0,0,0,0,0,0,7,1,0,0,0,0,0,0
"SAND RIVER.8",8,26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,8,1,0,0,0,0,0,0
"SAND RIVER.9",9,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,9,1,0,0,0,0,0,0
"SAND RIVER.10",10,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,10,1,0,0,0,0,0,0
"SAND RIVER.11",11,29,"LF29: Mortality or fitness reduction due to deleterious substances",1,0,0,0,0,0,0,11,1,0,0,0,0,0,0
"SAND RIVER.12",12,30,"LF30: Mortality or fitness reduction as a result of elevated predation",1,0,0,0,0,0,0,12,1,0,0,0,0,0,0
"SAND RIVER.13",13,33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,13,1,0,0,0,0,0,0
"SAND RIVER.14",14,35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",1,0,0,0,0,0,0,14,1,0,0,0,0,0,0
"SAND RIVER.15",15,36,"LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat",1,0,0,0,0,0,0,15,1,0,0,0,0,0,0
"SAND RIVER.16",16,37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",1,0,0,0,0,0,0,16,1,0,0,0,0,0,0
"SAND RIVER.17",17,38,"LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat",1,0,0,0,0,0,0,17,1,0,0,0,0,0,0
"SAND RIVER.18",18,40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",1,0,0,0,0,0,0,18,1,0,0,0,0,0,0
"SAND RIVER.19",19,41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",1,0,0,0,0,0,0,19,1,0,0,0,0,0,0
"SAND RIVER.20",20,42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,20,1,0,0,0,0,0,0
"SAND RIVER.21",21,43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,21,1,0,0,0,0,0,0
"SAND RIVER.22",22,44,"LF44: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,22,1,0,0,0,0,0,0
"SAND RIVER.23",23,45,"LF45: Mortality or fitness reduction as a result of deleterious substances",1,0,0,0,0,0,0,23,1,0,0,0,0,0,0
"SAND RIVER.24",24,49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",1,0,0,0,0,0,0,24,1,0,0,0,0,0,0
"SAND RIVER.25",25,51,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,25,1,0,0,0,0,0,0
"SAND RIVER.26",26,52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",1,0,0,0,0,0,0,26,1,0,0,0,0,0,0
"SAND RIVER.27",27,54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",1,0,0,0,0,0,0,27,1,0,0,0,0,0,0
"SAND RIVER.28",28,55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",1,0,0,0,0,0,0,28,1,0,0,0,0,0,0
"SAND RIVER.29",29,56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",1,0,0,0,0,0,0,29,1,0,0,0,0,0,0
"SAND RIVER.30",30,57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",1,0,0,0,0,0,0,30,1,0,0,0,0,0,0
"SAND RIVER.31",31,58,"LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat",1,0,0,0,0,0,0,31,1,0,0,0,0,0,0
"SAND RIVER.32",32,59,"LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat",1,0,0,0,0,0,0,32,1,0,0,0,0,0,0
"SAND RIVER.33",33,60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",1,0,0,0,0,0,0,33,1,0,0,0,0,0,0
"SAND RIVER.34",34,61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,34,1,0,0,0,0,0,0
"SAND RIVER.35",35,62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,35,1,0,0,0,0,0,0
"SAND RIVER.36",36,63,"LF63: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,36,1,0,0,0,0,0,0
"SAND RIVER.37",37,64,"LF64: Mortality or fitness reduction due to increases in salinity",1,0,0,0,0,0,0,37,1,0,0,0,0,0,0
"SAND RIVER.38",38,65,"LF65: Mortality or fitness reduction due to deleterious substances",1,0,0,0,0,0,0,38,1,0,0,0,0,0,0
"SAND RIVER.39",39,67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",1,0,0,0,0,0,0,39,1,0,0,0,0,0,0
"SAND RIVER.40",40,68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",1,0,0,0,0,0,0,40,1,0,0,0,0,0,0
"SAND RIVER.41",41,69,"LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.",1,0,0,0,0,0,0,41,1,0,0,0,0,0,0
"SAND RIVER.42",42,70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",1,0,0,0,0,0,0,42,1,0,0,0,0,0,0
"SAND RIVER.43",43,6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",0,1,0,0,0,0,0,43,0,1,0,0,0,0,0
"SAND RIVER.44",44,7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",0,1,0,0,0,0,0,44,0,1,0,0,0,0,0
"SAND RIVER.45",45,8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",0,1,0,0,0,0,0,45,0,1,0,0,0,0,0
"SAND RIVER.46",46,22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",0,1,0,0,0,0,0,46,0,1,0,0,0,0,0
"SAND RIVER.47",47,39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",0,0,0,0,1,0,0,68,0,0,0,1,0,0,0
"SAND RIVER.48",48,1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",0,0,0,0,0,1,0,50,0,0,0,0,0,1,0
"SAND RIVER.49",49,2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",0,0,0,0,0,1,0,51,0,0,0,0,0,1,0
"SAND RIVER.50",50,3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",0,0,0,0,0,1,0,52,0,0,0,0,0,1,0
"SAND RIVER.51",51,5,"LF5: Mortality or fitness reduction due to competition with invasive species",0,0,0,0,0,1,0,53,0,0,0,0,0,1,0
"SAND RIVER.52",52,9,"LF9: Mortality or fitness reduction due to fishing",0,0,0,0,0,1,0,47,0,0,0,0,1,0,0
"SAND RIVER.53",53,11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,0,1,0,48,0,0,0,0,1,0,0
"SAND RIVER.54",54,16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",0,0,0,0,0,1,0,54,0,0,0,0,0,1,0
"SAND RIVER.55",55,17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",0,0,0,0,0,1,0,55,0,0,0,0,0,1,0
"SAND RIVER.56",56,18,"LF18: Mortality due to redd disturbance by humans",0,0,0,0,0,1,0,56,0,0,0,0,0,1,0
"SAND RIVER.57",57,21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",0,0,0,0,0,1,0,57,0,0,0,0,0,1,0
"SAND RIVER.58",58,32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,0,0,1,0,58,0,0,0,0,0,1,0
"SAND RIVER.59",59,34,"LF34: Mortality or fitness reduction due to competition from invasive species",0,0,0,0,0,1,0,59,0,0,0,0,0,1,0
"SAND RIVER.60",60,47,"LF47: Mortality or fitness reduction due to elevated predation",0,0,0,0,0,1,0,60,0,0,0,0,0,1,0
"SAND RIVER.61",61,48,"LF48: Mortality or fitness reduction due to predation by invasive species",0,0,0,0,0,1,0,61,0,0,0,0,0,1,0
"SAND RIVER.62",62,50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,0,0,1,0,49,0,0,0,0,1,0,0
"SAND RIVER.63",63,53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",0,0,0,0,0,1,0,62,0,0,0,0,0,1,0
"SAND RIVER.64",64,12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,63,0,0,0,0,0,0,1
"SAND RIVER.65",65,19,"LF19: Mortality or fitness reduction due to early alevin emergence",0,0,0,0,0,0,1,64,0,0,0,0,0,0,1
"SAND RIVER.66",66,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",0,0,0,0,0,0,1,65,0,0,0,0,0,0,1
"SAND RIVER.67",67,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",0,0,0,0,0,0,1,66,0,0,0,0,0,0,1
"SAND RIVER.68",68,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",0,0,0,0,0,0,1,67,0,0,0,0,0,0,1
"CLAYOQUOT RIVER-LOWER.1",1,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.2",2,10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",1,0,0,0,0,0,0,2,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.3",3,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,3,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.4",4,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",1,0,0,0,0,0,0,4,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.5",5,15,"LF15: Mortality or fitness reduction due to deleterious substances",1,0,0,0,0,0,0,5,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.6",6,20,"LF20: Mortality or fitness reduction due to redd overspawn",1,0,0,0,0,0,0,6,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.7",7,22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",1,0,0,0,0,0,0,7,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.8",8,26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,8,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.9",9,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,9,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.10",10,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,10,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.11",11,33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,11,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.12",12,35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",1,0,0,0,0,0,0,12,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.13",13,36,"LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat",1,0,0,0,0,0,0,13,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.14",14,37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",1,0,0,0,0,0,0,14,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.15",15,42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,15,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.16",16,43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,16,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.17",17,44,"LF44: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,17,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.18",18,49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",1,0,0,0,0,0,0,18,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.19",19,51,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",1,0,0,0,0,0,0,19,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.20",20,52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",1,0,0,0,0,0,0,20,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.21",21,54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",1,0,0,0,0,0,0,21,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.22",22,55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",1,0,0,0,0,0,0,22,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.23",23,56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",1,0,0,0,0,0,0,23,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.24",24,57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",1,0,0,0,0,0,0,24,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.25",25,58,"LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat",1,0,0,0,0,0,0,25,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.26",26,59,"LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat",1,0,0,0,0,0,0,26,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.27",27,60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",1,0,0,0,0,0,0,27,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.28",28,61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",1,0,0,0,0,0,0,28,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.29",29,62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",1,0,0,0,0,0,0,29,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.30",30,63,"LF63: Mortality or fitness reduction as a result of poor pH levels",1,0,0,0,0,0,0,30,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.31",31,64,"LF64: Mortality or fitness reduction due to increases in salinity",1,0,0,0,0,0,0,31,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.32",32,67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",1,0,0,0,0,0,0,32,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.33",33,68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",1,0,0,0,0,0,0,33,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.34",34,69,"LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.",1,0,0,0,0,0,0,34,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.35",35,70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",1,0,0,0,0,0,0,35,1,0,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.36",36,6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",0,0,1,0,0,0,0,36,0,1,0,0,0,0,0
"CLAYOQUOT RIVER-LOWER.37",37,1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",0,0,0,0,1,0,0,67,0,0,0,1,0,0,0
"CLAYOQUOT RIVER-LOWER.38",38,2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",0,0,0,0,0,1,0,44,0,0,0,0,0,1,0
"CLAYOQUOT RIVER-LOWER.39",39,3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",0,0,0,0,0,1,0,45,0,0,0,0,0,1,0
"CLAYOQUOT RIVER-LOWER.40",40,5,"LF5: Mortality or fitness reduction due to competition with invasive species",0,0,0,0,0,1,0,46,0,0,0,0,0,1,0
"CLAYOQUOT RIVER-LOWER.41",41,9,"LF9: Mortality or fitness reduction due to fishing",0,0,0,0,0,1,0,37,0,0,0,0,1,0,0
"CLAYOQUOT RIVER-LOWER.42",42,11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",0,0,0,0,0,1,0,38,0,0,0,0,1,0,0
"CLAYOQUOT RIVER-LOWER.43",43,16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",0,0,0,0,0,1,0,47,0,0,0,0,0,1,0
"CLAYOQUOT RIVER-LOWER.44",44,17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",0,0,0,0,0,1,0,48,0,0,0,0,0,1,0
"CLAYOQUOT RIVER-LOWER.45",45,18,"LF18: Mortality due to redd disturbance by humans",0,0,0,0,0,1,0,49,0,0,0,0,0,1,0
"CLAYOQUOT RIVER-LOWER.46",46,21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",0,0,0,0,0,1,0,50,0,0,0,0,0,1,0
"CLAYOQUOT RIVER-LOWER.47",47,29,"LF29: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,1,0,51,0,0,0,0,0,1,0
"CLAYOQUOT RIVER-LOWER.48",48,32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,0,0,1,0,52,0,0,0,0,0,1,0
"CLAYOQUOT RIVER-LOWER.49",49,34,"LF34: Mortality or fitness reduction due to competition from invasive species",0,0,0,0,0,1,0,53,0,0,0,0,0,1,0
"CLAYOQUOT RIVER-LOWER.50",50,38,"LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat",0,0,0,0,0,1,0,39,0,0,0,0,1,0,0
"CLAYOQUOT RIVER-LOWER.51",51,39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",0,0,0,0,0,1,0,40,0,0,0,0,1,0,0
"CLAYOQUOT RIVER-LOWER.52",52,40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",0,0,0,0,0,1,0,41,0,0,0,0,1,0,0
"CLAYOQUOT RIVER-LOWER.53",53,41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",0,0,0,0,0,1,0,54,0,0,0,0,0,1,0
"CLAYOQUOT RIVER-LOWER.54",54,47,"LF47: Mortality or fitness reduction due to elevated predation",0,0,0,0,0,1,0,55,0,0,0,0,0,1,0
"CLAYOQUOT RIVER-LOWER.55",55,48,"LF48: Mortality or fitness reduction due to predation by invasive species",0,0,0,0,0,1,0,56,0,0,0,0,0,1,0
"CLAYOQUOT RIVER-LOWER.56",56,50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",0,0,0,0,0,1,0,42,0,0,0,0,1,0,0
"CLAYOQUOT RIVER-LOWER.57",57,53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",0,0,0,0,0,1,0,57,0,0,0,0,0,1,0
"CLAYOQUOT RIVER-LOWER.58",58,65,"LF65: Mortality or fitness reduction due to deleterious substances",0,0,0,0,0,1,0,43,0,0,0,0,1,0,0
"CLAYOQUOT RIVER-LOWER.59",59,7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",0,0,0,0,0,0,1,58,0,0,0,0,0,0,1
"CLAYOQUOT RIVER-LOWER.60",60,8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",0,0,0,0,0,0,1,59,0,0,0,0,0,0,1
"CLAYOQUOT RIVER-LOWER.61",61,12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",0,0,0,0,0,0,1,60,0,0,0,0,0,0,1
"CLAYOQUOT RIVER-LOWER.62",62,19,"LF19: Mortality or fitness reduction due to early alevin emergence",0,0,0,0,0,0,1,61,0,0,0,0,0,0,1
"CLAYOQUOT RIVER-LOWER.63",63,30,"LF30: Mortality or fitness reduction as a result of elevated predation",0,0,0,0,0,0,1,62,0,0,0,0,0,0,1
