W,LF_Name,LF,CI,CL,CV,FV,CR,FR,TR
Bedwell,LF15: Mortality or fitness reduction due to deleterious substances,15,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF16: Mortality due to elevated levels of predation of eggs and alevin ,16,1,1,1,31,1,1,1
Bedwell,LF17: Mortality or fitness reduction due to predation by or presence of invasive species,17,1,1,1,31,1,1,1
Bedwell,LF18: Mortality due to redd disturbance by humans,18,1,1,1,31,1,1,1
Bedwell,LF19: Mortality or fitness reduction due to early alevin emergence,19,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF20: Mortality or fitness reduction due to redd overspawn,20,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF21: Mortality or fitness reduction due to dewatered redds at low flows,21,1,1,1,11,1,1,1
Bedwell,LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour,22,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF23: Mortality of eggs during incubation due to variable lake water levels,23,0,0,0,0,0,0,0
Bedwell,LF24: Mortality of eggs due to lack of groundwater upwelling on lakeshore,24,0,0,0,0,0,0,0
Bedwell,LF25: Mortality or fitness reduction due to lower quality spawning gravel,25,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF26: Mortality or fitness reduction due to unfavourable water temperatures,26,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF27: Mortality or fitness reduction as a result of low dissolved oxygen,27,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF28: Mortality or fitness reduction as a result of poor pH levels,28,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF29: Mortality or fitness reduction due to deleterious substances,29,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF30: Mortality or fitness reduction as a result of elevated predation,30,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species,31,0,0,0,0,0,0,0
Bedwell,LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity,32,1,1,1,31,1,1,1
Bedwell,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",33,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF34: Mortality or fitness reduction due to competition from invasive species ,34,1,1,1,31,1,1,1
Bedwell,LF35: Mortality or fitness reduction as a result of lack of access to appropriate food,35,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat,36,4,5,20,45,5,5,25
Bedwell,LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat,37,4,5,20,45,5,5,25
Bedwell,LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat,38,4,4,16,44,4,5,20
Bedwell,LF39: Mortality or fitness reduction from stranding in rearing habitat,39,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing,40,2,5,10,43,3,4,12
Bedwell,LF41: Mortality or fitness reduction as a result of competition with hatchery fry,41,1,4,4,32,2,1,2
Bedwell,LF42: Mortality or fitness reduction due to unfavourable water temperatures,42,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF43: Mortality or fitness reduction as a result of low dissolved oxygen,43,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF44: Mortality or fitness reduction as a result of poor pH levels,44,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF45: Mortality or fitness reduction as a result of deleterious substances,45,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments,46,0,0,0,0,0,0,0
Bedwell,LF47: Mortality or fitness reduction due to elevated predation,47,1,1,1,31,1,1,1
Bedwell,LF48: Mortality or fitness reduction due to predation by invasive species,48,1,1,1,31,1,1,1
Bedwell,LF49: Mortality or fitness reduction due to inter- and intra-specific competition,49,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity,50,1,1,1,41,1,2,2
Bedwell,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",51,3,5,15,54,4,5,20
Bedwell,LF52: Mortality or fitness reduction as a result of lack of access to appropriate food,52,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms,53,1,1,1,31,1,1,1
Bedwell,LF54: Mortality or fitness reduction due to reduction in quality of beach habitat,54,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss ,55,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF56: Mortality or fitness reduction due to reduction in quality channel habitat,56,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF57: Mortality or fitness reduction due to reduction in quantity channel habitat ,57,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat ,58,4,3,12,43,3,4,12
Bedwell,LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat ,59,4,3,12,43,3,4,12
Bedwell,LF60: Mortality or fitness reduction due to competition with hatchery fish,60,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF61: Mortality or fitness reduction due to unfavourable water temperatures,61,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF62: Mortality or fitness reduction as a result of low dissolved oxygen,62,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF63: Mortality or fitness reduction as a result of poor pH levels,63,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF64: Mortality or fitness reduction due to increases in salinity,64,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF65: Mortality or fitness reduction due to deleterious substances,65,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF66: Mortality or fitness reduction due to ingestion of microplastics ,66,0,0,0,0,0,0,0
Bedwell,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",67,3,5,15,44,4,5,20
Bedwell,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",68,-1,1,-1,-1-1,-1,-1,1
Bedwell,LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.,69,1,5,5,42,2,2,4
Bedwell,LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow,70,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species,1,3,3,9,33,3,3,9
Tranquil,LF2:  Mortality or fitness reduction increased exposure to terrestrial predation,2,1,1,1,31,1,1,1
Tranquil,LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing),3,1,1,1,31,1,1,1
Tranquil,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",4,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF5: Mortality or fitness reduction due to competition with invasive species,5,1,1,1,31,1,1,1
Tranquil,LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity),6,4,4,16,44,4,5,20
Tranquil,LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat,7,3,4,12,43,3,4,12
Tranquil,LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat,8,1,1,1,31,1,1,1
Tranquil,LF9: Mortality or fitness reduction due to fishing,9,1,1,1,31,1,1,1
Tranquil,LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates ,10,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF11: Mortality or fitness reduction due to unfavourable water temperatures,11,1,1,1,41,1,2,2
Tranquil,LF12: Mortality or fitness reduction as a result of low dissolved oxygen,12,0,0,0,0,0,0,0
Tranquil,LF13: Mortality or fitness reduction as a result of poor pH levels,13,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF14: Mortality or fitness reduction as a result of changes to salinity,14,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF15: Mortality or fitness reduction due to deleterious substances,15,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF16: Mortality due to elevated levels of predation of eggs and alevin ,16,1,1,1,31,1,1,1
Tranquil,LF17: Mortality or fitness reduction due to predation by or presence of invasive species,17,1,1,1,31,1,1,1
Tranquil,LF18: Mortality due to redd disturbance by humans,18,1,1,1,31,1,1,1
Tranquil,LF19: Mortality or fitness reduction due to early alevin emergence,19,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF20: Mortality or fitness reduction due to redd overspawn,20,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF21: Mortality or fitness reduction due to dewatered redds at low flows,21,1,1,1,41,1,2,2
Tranquil,LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour,22,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF23: Mortality of eggs during incubation due to variable lake water levels,23,0,0,0,0,0,0,0
Tranquil,LF24: Mortality of eggs due to lack of groundwater upwelling on lakeshore,24,0,0,0,0,0,0,0
Tranquil,LF25: Mortality or fitness reduction due to lower quality spawning gravel,25,3,5,15,44,4,5,20
Tranquil,LF26: Mortality or fitness reduction due to unfavourable water temperatures,26,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF27: Mortality or fitness reduction as a result of low dissolved oxygen,27,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF28: Mortality or fitness reduction as a result of poor pH levels,28,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF29: Mortality or fitness reduction due to deleterious substances,29,0,0,0,0,0,0,0
Tranquil,LF30: Mortality or fitness reduction as a result of elevated predation,30,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species,31,0,0,0,0,0,0,0
Tranquil,LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity,32,1,1,1,31,1,1,1
Tranquil,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",33,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF34: Mortality or fitness reduction due to competition from invasive species ,34,1,1,1,31,1,1,1
Tranquil,LF35: Mortality or fitness reduction as a result of lack of access to appropriate food,35,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat,36,3,5,15,34,4,4,16
Tranquil,LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat,37,3,5,15,34,4,4,16
Tranquil,LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat,38,3,5,15,44,4,5,20
Tranquil,LF39: Mortality or fitness reduction from stranding in rearing habitat,39,3,5,15,34,4,4,16
Tranquil,LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing,40,4,5,20,45,5,5,25
Tranquil,LF41: Mortality or fitness reduction as a result of competition with hatchery fry,41,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF42: Mortality or fitness reduction due to unfavourable water temperatures,42,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF43: Mortality or fitness reduction as a result of low dissolved oxygen,43,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF44: Mortality or fitness reduction as a result of poor pH levels,44,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF45: Mortality or fitness reduction as a result of deleterious substances,45,0,0,0,0,0,0,0
Tranquil,LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments,46,0,0,0,0,0,0,0
Tranquil,LF47: Mortality or fitness reduction due to elevated predation,47,1,1,1,31,1,1,1
Tranquil,LF48: Mortality or fitness reduction due to predation by invasive species,48,2,1,2,31,1,1,1
Tranquil,LF49: Mortality or fitness reduction due to inter- and intra-specific competition,49,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity,50,1,1,1,41,1,2,2
Tranquil,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",51,1,5,5,42,2,2,4
Tranquil,LF52: Mortality or fitness reduction as a result of lack of access to appropriate food,52,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms,53,1,1,1,31,1,1,1
Tranquil,LF54: Mortality or fitness reduction due to reduction in quality of beach habitat,54,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss ,55,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF56: Mortality or fitness reduction due to reduction in quality channel habitat,56,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF57: Mortality or fitness reduction due to reduction in quantity channel habitat ,57,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat ,58,4,4,16,44,4,5,20
Tranquil,LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat ,59,4,4,16,44,4,5,20
Tranquil,LF60: Mortality or fitness reduction due to competition with hatchery fish,60,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF61: Mortality or fitness reduction due to unfavourable water temperatures,61,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF62: Mortality or fitness reduction as a result of low dissolved oxygen,62,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF63: Mortality or fitness reduction as a result of poor pH levels,63,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF64: Mortality or fitness reduction due to increases in salinity,64,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF65: Mortality or fitness reduction due to deleterious substances,65,-1,1,-1,-1-1,-1,-1,1
Tranquil,LF66: Mortality or fitness reduction due to ingestion of microplastics ,66,0,0,0,0,0,0,0
Tranquil,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",67,3,3,9,43,3,4,12
Tranquil,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",68,5,5,25,25,5,4,20
Tranquil,LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.,69,4,5,20,25,5,4,20
Tranquil,LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow,70,5,5,25,25,5,4,20
Lower Kennedy,LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species,1,2,2,4,42,2,2,4
Lower Kennedy,LF2:  Mortality or fitness reduction increased exposure to terrestrial predation,2,1,1,1,31,1,1,1
Lower Kennedy,LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing),3,1,1,1,31,1,1,1
Lower Kennedy,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",4,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF5: Mortality or fitness reduction due to competition with invasive species,5,1,1,1,31,1,1,1
Lower Kennedy,LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity),6,1,1,1,31,1,1,1
Lower Kennedy,LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat,7,1,1,1,31,1,1,1
Lower Kennedy,LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat,8,1,1,1,31,1,1,1
Lower Kennedy,LF9: Mortality or fitness reduction due to fishing,9,2,2,4,42,2,2,4
Lower Kennedy,LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates ,10,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF11: Mortality or fitness reduction due to unfavourable water temperatures,11,1,1,1,41,1,2,2
Lower Kennedy,LF12: Mortality or fitness reduction as a result of low dissolved oxygen,12,0,0,0,0,0,0,0
Lower Kennedy,LF13: Mortality or fitness reduction as a result of poor pH levels,13,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF14: Mortality or fitness reduction as a result of changes to salinity,14,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF15: Mortality or fitness reduction due to deleterious substances,15,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF16: Mortality due to elevated levels of predation of eggs and alevin ,16,1,1,1,31,1,1,1
Lower Kennedy,LF17: Mortality or fitness reduction due to predation by or presence of invasive species,17,1,1,1,31,1,1,1
Lower Kennedy,LF18: Mortality due to redd disturbance by humans,18,1,1,1,31,1,1,1
Lower Kennedy,LF19: Mortality or fitness reduction due to early alevin emergence,19,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF20: Mortality or fitness reduction due to redd overspawn,20,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF21: Mortality or fitness reduction due to dewatered redds at low flows,21,1,1,1,31,1,1,1
Lower Kennedy,LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour,22,1,1,1,31,1,1,1
Lower Kennedy,LF23: Mortality of eggs during incubation due to variable lake water levels,23,0,0,0,0,0,0,0
Lower Kennedy,LF24: Mortality of eggs due to lack of groundwater upwelling on lakeshore,24,0,0,0,0,0,0,0
Lower Kennedy,LF25: Mortality or fitness reduction due to lower quality spawning gravel,25,1,1,1,31,1,1,1
Lower Kennedy,LF26: Mortality or fitness reduction due to unfavourable water temperatures,26,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF27: Mortality or fitness reduction as a result of low dissolved oxygen,27,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF28: Mortality or fitness reduction as a result of poor pH levels,28,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF29: Mortality or fitness reduction due to deleterious substances,29,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF30: Mortality or fitness reduction as a result of elevated predation,30,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species,31,0,0,0,0,0,0,0
Lower Kennedy,LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity,32,1,1,1,31,1,1,1
Lower Kennedy,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",33,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF34: Mortality or fitness reduction due to competition from invasive species ,34,1,1,1,31,1,1,1
Lower Kennedy,LF35: Mortality or fitness reduction as a result of lack of access to appropriate food,35,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat,36,1,1,1,31,1,1,1
Lower Kennedy,LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat,37,1,1,1,41,1,2,2
Lower Kennedy,LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat,38,1,1,1,11,1,1,1
Lower Kennedy,LF39: Mortality or fitness reduction from stranding in rearing habitat,39,1,1,1,31,1,1,1
Lower Kennedy,LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing,40,1,1,1,31,1,1,1
Lower Kennedy,LF41: Mortality or fitness reduction as a result of competition with hatchery fry,41,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF42: Mortality or fitness reduction due to unfavourable water temperatures,42,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF43: Mortality or fitness reduction as a result of low dissolved oxygen,43,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF44: Mortality or fitness reduction as a result of poor pH levels,44,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF45: Mortality or fitness reduction as a result of deleterious substances,45,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments,46,0,0,0,0,0,0,0
Lower Kennedy,LF47: Mortality or fitness reduction due to elevated predation,47,1,1,1,31,1,1,1
Lower Kennedy,LF48: Mortality or fitness reduction due to predation by invasive species,48,1,1,1,31,1,1,1
Lower Kennedy,LF49: Mortality or fitness reduction due to inter- and intra-specific competition,49,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity,50,1,1,1,41,1,2,2
Lower Kennedy,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",51,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF52: Mortality or fitness reduction as a result of lack of access to appropriate food,52,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms,53,1,1,1,31,1,1,1
Lower Kennedy,LF54: Mortality or fitness reduction due to reduction in quality of beach habitat,54,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss ,55,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF56: Mortality or fitness reduction due to reduction in quality channel habitat,56,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF57: Mortality or fitness reduction due to reduction in quantity channel habitat ,57,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat ,58,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat ,59,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF60: Mortality or fitness reduction due to competition with hatchery fish,60,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF61: Mortality or fitness reduction due to unfavourable water temperatures,61,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF62: Mortality or fitness reduction as a result of low dissolved oxygen,62,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF63: Mortality or fitness reduction as a result of poor pH levels,63,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF64: Mortality or fitness reduction due to increases in salinity,64,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF65: Mortality or fitness reduction due to deleterious substances,65,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF66: Mortality or fitness reduction due to ingestion of microplastics ,66,0,0,0,0,0,0,0
Lower Kennedy,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",67,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",68,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.,69,-1,1,-1,-1-1,-1,-1,1
Lower Kennedy,LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow,70,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species,1,3,2,6,42,2,2,4
Upper Kennedy,LF2:  Mortality or fitness reduction increased exposure to terrestrial predation,2,1,1,1,31,1,1,1
Upper Kennedy,LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing),3,1,1,1,31,1,1,1
Upper Kennedy,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",4,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF5: Mortality or fitness reduction due to competition with invasive species,5,1,1,1,31,1,1,1
Upper Kennedy,LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity),6,4,4,16,54,4,5,20
Upper Kennedy,LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat,7,3,5,15,54,4,5,20
Upper Kennedy,LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat,8,1,1,1,31,1,1,1
Upper Kennedy,LF9: Mortality or fitness reduction due to fishing,9,2,3,6,42,2,2,4
Upper Kennedy,LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates ,10,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF11: Mortality or fitness reduction due to unfavourable water temperatures,11,1,4,4,42,2,2,4
Upper Kennedy,LF12: Mortality or fitness reduction as a result of low dissolved oxygen,12,0,0,0,0,0,0,0
Upper Kennedy,LF13: Mortality or fitness reduction as a result of poor pH levels,13,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF14: Mortality or fitness reduction as a result of changes to salinity,14,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF15: Mortality or fitness reduction due to deleterious substances,15,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF16: Mortality due to elevated levels of predation of eggs and alevin ,16,1,1,1,31,1,1,1
Upper Kennedy,LF17: Mortality or fitness reduction due to predation by or presence of invasive species,17,1,1,1,31,1,1,1
Upper Kennedy,LF18: Mortality due to redd disturbance by humans,18,1,1,1,31,1,1,1
Upper Kennedy,LF19: Mortality or fitness reduction due to early alevin emergence,19,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF20: Mortality or fitness reduction due to redd overspawn,20,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF21: Mortality or fitness reduction due to dewatered redds at low flows,21,1,1,1,31,1,1,1
Upper Kennedy,LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour,22,5,5,25,55,5,5,25
Upper Kennedy,LF23: Mortality of eggs during incubation due to variable lake water levels,23,0,0,0,0,0,0,0
Upper Kennedy,LF24: Mortality of eggs due to lack of groundwater upwelling on lakeshore,24,0,0,0,0,0,0,0
Upper Kennedy,LF25: Mortality or fitness reduction due to lower quality spawning gravel,25,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF26: Mortality or fitness reduction due to unfavourable water temperatures,26,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF27: Mortality or fitness reduction as a result of low dissolved oxygen,27,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF28: Mortality or fitness reduction as a result of poor pH levels,28,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF29: Mortality or fitness reduction due to deleterious substances,29,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF30: Mortality or fitness reduction as a result of elevated predation,30,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species,31,0,0,0,0,0,0,0
Upper Kennedy,LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity,32,1,1,1,31,1,1,1
Upper Kennedy,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",33,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF34: Mortality or fitness reduction due to competition from invasive species ,34,1,1,1,31,1,1,1
Upper Kennedy,LF35: Mortality or fitness reduction as a result of lack of access to appropriate food,35,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat,36,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat,37,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat,38,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF39: Mortality or fitness reduction from stranding in rearing habitat,39,2,2,4,42,2,2,4
Upper Kennedy,LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing,40,1,1,1,41,1,2,2
Upper Kennedy,LF41: Mortality or fitness reduction as a result of competition with hatchery fry,41,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF42: Mortality or fitness reduction due to unfavourable water temperatures,42,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF43: Mortality or fitness reduction as a result of low dissolved oxygen,43,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF44: Mortality or fitness reduction as a result of poor pH levels,44,-1,1,-1,-1-1,-1,-1,1
Upper Kennedy,LF45: Mortality or fitness reduction as a result of deleterious substances,45,-1,1,-1,-1-1,-1,-1,1
